    "NewGame"    新游戏
    "ClimbUpLadder"    爬上
    "ClimbDownLadder"    爬下
    "sand"    沙
    "FabricatorMenu_Resources"    材料
    "FabricatorMenu_Electronics"    电子元件
    "FabricatorMenu_Survival"    生存
    "FabricatorMenu_Water"    水
    "FabricatorMenu_CookedFood"    烹饪过的食物
    "FabricatorMenu_CuredFood"    腌制食物
    "FabricatorMenu_Personal"    角色
    "FabricatorMenu_Equipment"    装备
    "FabricatorMenu_Tools"    工具
    "FabricatorMenu_Machines"    可部署的物品
    "FabricatorMenu_Submarine"    潜艇
    "ConstructorMenu_Vehicles"    载具
    "WorkbenchMenu_KnifeMenu"    生存匕首升级
    "WorkbenchMenu_TankMenu"    氧气瓶升级
    "WorkbenchMenu_FinsMenu"    脚蹼升级
    "PropulsionCannonFragment"    冲击炮碎片
    "Tooltip_PropulsionCannonFragment"    冲击炮的碎片。
    "Tooltip_ReinforceHullFragment"    船体加固模块碎片。
    "TabInventory"    物品栏
    "TabJournal"    蓝图
    "SignDefaultLabel"    标签
    "SignEditLabel"    编辑标签
    "Sign"    标签牌
    "Tooltip_Sign"    编辑个性化文本。
    "SolarPanel"    太阳能电池板
    "SolarPanelStatus"    太阳能电池板（阳光充电）
    "Tooltip_SolarPanel"    可为氧气生成器及其他基地核心设施供电，在有阳光的地方建造来收集能源。
    "WorkbenchMenu_PropulsionCannonMenu"    冲击炮升级
    "Uranium"    铀
    "RegenPowerCell"    太阳能电池
    "TreeMushroomPiece"    树蘑菇块
    "Tooltip_TreeMushroomPiece"    本土植物包含真菌酶。
    "Tooltip_Uranium"    能产生核裂变的稀有矿石，指铀核或钚核，分裂成两个或多个质量较小的原子的一种核反应形式。
    "PowerTransmitter"    能源延伸器
    "Accumulator"    蓄电池
    "Bioreactor"    生物反应器
    "ThermalPlant"    热能发电机
    "NuclearReactor"    核反应堆
    "PowerCellStatus"    能源
    "HUDPowerStatus"    能源
    "AccumulatorStatus"    蓄电池（充电）
    "ThermalPlantStatus"    热能发电机（充电）
    "Tooltip_PowerTransmitter"    延长供能范围。
    "Tooltip_Accumulator"    存储能源。
    "Tooltip_Bioreactor"    将生物能转换为电能。
    "Tooltip_ThermalPlant"    将热能转化为电能。
    "Tooltip_NuclearReactor"    核反应堆棒（控制反应强度）。
    "SmallLockerDefaultLabel"    储物柜
    "SmallLockerEditLabel"    编辑储物柜名称
    "SmallLocker"    壁挂式储物柜
    "Tooltip_SmallLocker"    壁挂式储物柜提供×的存储空间。
    "Lithium"    锂
    "DioramaHullPlate"    立体船体钢板
    "Tooltip_DioramaHullPlate"    非常有纪念意义的船体钢板。
    "OpenPercent"    切割百分比
    "LaserCutter"    激光切割器
    "Tooltip_LaserCutter"    可穿透标准钛制门的切割设备。
    "Sealed_SupplyCrate"    密封的补给箱
    "Sealed"    密封的
    "SealedInstructions"    切割后使用
    "LeaveCyclops"    离开独眼巨人号
    "EnterBase"    进入基地
    "ExitBase"    离开基地
    "MarkiplierHullPlate"    马克普利尔船体钢板
    "Tooltip_MarkiplierHullPlate"    我一点都不害怕。
    "MuyskermHullPlate"    梅斯科船体钢板
    "Tooltip_MuyskermHullPlate"    重新考虑一下你的订阅标准。
    "LordMinionHullPlate"    贵族船体钢板
    "Tooltip_LordMinionHullPlate"    深海迷航中最帅的船体钢板。
    "JackSepticEyeHullPlate"    喷气机船体钢板
    "Tooltip_JackSepticEyeHullPlate"    杰克创建了简单，免费的视频适合所有年龄段的人前来观看。
    "Aerogel"    气凝胶
    "AluminumOxide"    氧化铝晶体
    "AminoAcids"    氨基酸
    "AramidFibers"    人造纤维
    "Benzene"    苯
    "BloodOil"    血油
    "BloodRoot"    血根草
    "BloodVine"    寒骨藻
    "Graphene"    石墨烯
    "HydrochloricAcid"    盐酸
    "Magnetite"    磁铁矿
    "MercuryOre"    汞矿石
    "Nanowires"    纳米线
    "Polyaniline"    聚苯胺
    "Sulphur"    结晶硫
    "WhiteMushroom"    白蘑菇
    "FabricatorMenu_BasicMaterials"    基础材料
    "FabricatorMenu_AdvancedMaterials"    高级材料
    "Tooltip_Aerogel"    溶胶或溶液中的胶体粒子或高分子在一定条件下互相连接，形成空间网状结构，结构空隙中充满了作为分散介质的液体（在干凝胶中也可以是气体，干凝胶也称为气凝胶），这样一种特殊的分散体系称作凝胶。没有流动性。
    "Tooltip_AluminumOxide"    ₂₃。主要成分为氧化铝，硬质导体。
    "Tooltip_AminoAcids"    氨基酸（）：含有氨基和羧基的一类有机化合物的通称。生物功能大分子蛋白质的基本组成单位，是构成动物营养所需蛋白质的基本物质。
    "Tooltip_AramidFibers"    高强度合成纤维。
    "Tooltip_Benzene"    苯，用于与油互溶。
    "Tooltip_BloodOil"    含有寒骨藻种子，可以用来提取苯。
    "Tooltip_BloodRoot"    常见于海带植物群的根系植物。
    "Tooltip_BloodVine"    寒骨森林中常见的苍白色藻类植物。
    "Tooltip_Graphene"    石墨烯。单原子厚度的碳排列而成。强度超越钢铁。
    "Tooltip_HydrochloricAcid"    氯化氢。强酸性化合物。慎用。
    "Tooltip_Magnetite"    ₃₄。具有磁性的金属氧化物。
    "Tooltip_MercuryOre"    朱砂，在氧气中加热以获得高纯度的汞。
    "Tooltip_Nanowires"    纳米级设备专用的导线。
    "Tooltip_Polyaniline"    聚苯胺，高分子化合物的一种，具有特殊的电学、光学性质，经掺杂后可具有导电性及电化学性能。
    "Tooltip_Sulphur"    硫磺别名硫，胶体硫，主要用于制造染料，农药，火药，橡胶，人造丝等。
    "Tooltip_WhiteMushroom"    具有强酸性的特征。
    "Cutefish"    抱抱鱼
    "Tooltip_Cutefish"    一种珍稀的生物，由外星生物的卵孵化出。
    "BaseBulkhead"    隔离舱门
    "Tooltip_BaseBulkhead"    提供结构支撑并防止漏水。
    "OpenLocker"    打开储物柜
    "Lubricant"    润滑剂
    "CreepvineSeedCluster"    海藻种子
    "Tooltip_CreepvineSeedCluster"    油和硅含量很高的本土植物种子。
    "Tooltip_Lubricant"    润滑剂用以降低摩擦时的摩擦阻力、减缓磨损速度。润滑剂对摩擦设备还能起冷却、清洗和防止污染等作用。
    "SeamothReinforcementModule"    海蛾号深潜模块
    "Tooltip_SeamothReinforcementModule"    使海蛾号底盘增加极强的抗压能力增加安全深度。
    "SeamothSolarCharge"    海蛾号太阳能充电器
    "Tooltip_SeamothSolarCharge"    可以在阳光下为海蛾号充能，光伏发电是根据光生伏特效应原理，利用太阳电池将太阳光能直接转化为电能。不论是独立使用还是并网发电，光伏发电系统主要由太阳电池板（组件）、控制器和逆变器三大部分组成，它们主要由电子元器件构成，不涉及机械部件，所以，光伏发电设备极为精炼，可靠稳定寿命长、安装维护简便。
    "Bench"    长凳
    "Tooltip_Bench"    基本的工具。休息的时候恢复体力。
    "BaseCorridorGlassI"    型玻璃舱
    "BaseCorridorGlassL"    型玻璃舱
    "BaseObservatory"    瞭望台
    "Tooltip_BaseCorridorGlassI"    基础的玻璃走廊，降低建筑耐久。
    "Tooltip_BaseCorridorGlassL"    形的玻璃走廊，降低建筑耐久。
    "Tooltip_BaseObservatory"    具有度的观景视野，但是极为脆弱。
    "BaseConnector"    垂直连接管道
    "Tooltip_BaseConnector"    垂直基地间的连接管道。
    "BioreactorFragment"    生物反应堆碎片
    "NuclearReactorFragment"    核反应堆碎片
    "ThermalPlantFragment"    热能发电机碎片
    "Tooltip_BioreactorFragment"    生物反应堆制造科技的碎片。
    "Tooltip_ThermalPlantFragment"    热能发电机制造科技的碎片。
    "Tooltip_BioreactorBlueprint"    用于制造生物反应堆。
    "Tooltip_NuclearReactorBlueprint"    用于制造核反应堆。
    "Tooltip_ThermalPlantBlueprint"    用于制造热能发电机。
    "BaseMoonpool"    月亮池
    "Tooltip_BaseMoonpool"    载具停泊处，能耗很高。
    "AquariumStorageLabel"    水族馆
    "UseAquarium"    使用水族馆
    "SitDown"    坐下
    "StandUp"    站起
    "MoonpoolFragment"    月亮池碎片
    "BioreactorBlueprint"    生物反应堆蓝图
    "MoonpoolBlueprint"    月亮池蓝图
    "NuclearReactorBlueprint"    核反应堆蓝图
    "ThermalPlantBlueprint"    热能发电机蓝图
    "Tooltip_MoonpoolFragment"    月亮池制造科技碎片。
    "Tooltip_NuclearReactorFragment"    核反应堆制造科技碎片。
    "FloatingIsland"    浮岛
    "CoralArch"    巨大有机物群
    "BalancingRock"    地质构造
    "HugePillar"    巨大的柱子
    "InventoryCantDropHere"    物品请放入储物柜。
    "BaseCorridorGlass"    玻璃舱
    "Tooltip_BaseCorridorGlass"    玻璃走廊。
    "SeamothDefaultName"    海蛾号
    "ExosuitDefaultName"    海虾动力盔甲
    "SubmersibleNotDocked"    无停靠
    "SubmersibleDocked"    已对接
    "SubmersibleFullyCharged"    充能完成
    "SubmersibleCharging"    充能
    "BaseUpgradeConsole"    载具升级控制台
    "Tooltip_BaseUpgradeConsole"    在月亮池中建造，可以升级停泊的载具。
    "NotEnoughSpaceToSit"    没有足够空间
    "Creative"    创造模式
    "CreativeDescription"    建造和生存不需要任何资源，氧气，食物，你不会死亡但也无法触发剧情。
    "unpowered"    未供能
    "SeamothStorageNotEmpty"    储物柜没有空间了
    "SeamothElectricalDefense"    电子防御模块
    "Tooltip_SeamothElectricalDefense"    产生一个局部电场以抵御攻击性生物，在敌方实施电子对抗的情况下，为保障己方电子设备和系统发挥效能而采取的措施和行动。是电子防御的组成部分。
    "Skyray"    燕子鱼
    "Goal_Lifepod1"    未知
    "Goal_Lifepod2"    极光号严重偏离航线。原因：未知。未检测到人类生命迹象。
    "Goal_Lifepod3"    未知
    "Goal_Lifepod4"    未知
    "Goal_Intro1"    未知
    "Goal_Intro2"    未知
    "Goal_CookedPeeper"    工作台在加工过程中可以自动剔除骨骼解构，体液和内脏器官，从而使它们可安全食用。
    "Goal_LocationAuroraEntry"    警告：船体强度较低。可能需要消防设备和激光切割器。继续航行可能会有坠毁风险。
    "Goal_LocationAuroraFurtherIn"    注意：扫描显示，附近生物体内有微量人体组织成分。
    "Goal_BiomeCrashedShip"    该区域生命信号微弱。极光号残留辐射正对当地生态造成持续不可逆的危害。
    "Goal_LocationAuroraInterior"    极光号系统目前仅依靠遗余电力运转，无法远端下载黑盒子数据。
    "Goal_LocationAuroraHallway"    极光号所受损伤无法匹配任何已知的攻击方式。
    "Goal_LocationAuroraDriveEntry"    驱动核心护盾在坠落时受到损坏。在没有合适的条件下请不要尝试修复。
    "Goal_Location AuroraDriveInterior"    静止
    "SeamothStorageOpen"    打开
    "SeamothSonarModule"    海蛾号声呐
    "Tooltip_SeamothSonarModule"    通过电声转换和信息处理在平面显示器上显示地形数据，是开拓水下视野的主要技术，用于对水下目标进行探测、分类、定位和跟踪；进行水下通信和导航。
    "LootSensorMetal"    金属感应模块
    "Tooltip_LootSensorMetal"    检测金属信号。
    "LootSensorLithium"    锂感应模块
    "Tooltip_LootSensorLithium"    侦测锂矿石。
    "LootSensorFragment"    碎片感应模块
    "Tooltip_LootSensorFragment"    侦测附近碎片发出的信号。
    "WhirlpoolTorpedo"    漩涡鱼雷
    "Tooltip_WhirlpoolTorpedo"    产生局部重力畸变。装载到载具鱼雷舱以使用。
    "ContainerOverflow"    最新更新导致库存已满，请释放一些存储空间查看全部内容。
    "DURABILITY"    耐久度
    "TabLog"    日志
    "Day"    天数
    "MasterVolume"    总体音量
    "MusicVolume"    音乐音量
    "PlanterStorageLabel"    种植机
    "FiltrationMachineStorageLabel"    海水过滤机
    "TabGallery"    相册
    "SortByDateDescending"    根据日期排序降序
    "SortByDateAscending"    根据日期排序升序
    "SortByTopic"    根据主题排序
    "SortByName"    根据名称排序
    "ScreenshotUpload"    上传截图
    "ScreenshotAddToSteamLibrary"    添加到
    "ScreenshotDelete"    删除
    "PDAGalleryTabInstructions"    按键截图
    "PDAGalleryThumbnailSize"    尺寸
    "PDAGalleryAddToSteam"    上传图片至图片库
    "PDAGalleryDelete"    删除图片双击鼠标
    "UsePlanter"    使用
    "UseFiltrationMachine"    使用海水过滤器
    "PictureFrameEditLabel"    设置图片
    "BreakPurplePinecone"    紫松果
    "PlanterPot"    基础花盆
    "PlanterBox"    室内种植箱
    "PlanterShelf"    壁挂花盆
    "FarmingTray"    室外种植箱
    "FiltrationMachine"    海水过滤机
    "FullyCharged"    充能完成
    "ReinforcedDiveSuit"    强化潜水服
    "PictureFrame"    相框
    "Tooltip_PictureFrame"    壁挂式相框，可以把你心爱的照片放进去。
    "Tooltip_PlanterPot"    种植植物用的一种器皿。
    "Tooltip_PlanterBox"    室内种植物的大型种植箱。
    "Tooltip_PlanterShelf"    壁挂式花盆。
    "Tooltip_FarmingTray"    可以在水下和陆地种植物的户外大型种植箱。
    "Tooltip_FiltrationMachine"    海水过滤装置。
    "Tooltip_ReinforcedDiveSuit"    重型合成纤维潜水服，提供％的物理保护，并提供高温保护。
    "FiltrationComplete"    过滤完成
    "FiltrationProgress"    过滤进度水盐
    "BasePlanter"    绿化墙
    "BaseFiltrationMachine"    海水过滤机
    "Tooltip_BasePlanter"    装饰在墙上的树叶。
    "Tooltip_BaseFiltrationMachine"    将海水分解成纯水及盐。
    "Story_AuroraWarning3"    警告。本地辐射读数表明，极光号的驱动核心已达到临界状态。将在小时内发生量子爆炸。
    "Story_AuroraWarning2"    警告。极光号的驱动核心持续劣化可能导致量子爆炸。继续监测。
    "Story_AuroraWarning1"    检测到局部辐射水平上升。情况与极光号驱动核心损坏一致，在降落期间持续上升。
    "TabEncyclopedia"    数据库
    "Ency_CuteFish"    抱抱鱼
    "EncyDesc_CuteFish"    啛
    "Ency_Gasopod"    毒气鱼
    "EncyDesc_Gasopod"    一种缓慢移动的生物，会在身体附近释放出能够溶解生物甚至合成纤维的有毒和腐蚀性化合物。过滤系统：具有多层鱼鳃使其不受自己产生的有害毒素影响。藻类腺体：在身体后端有一个袋状球茎的附肢。袋内生长着发亮的黄色藻类，会产生有毒化合物。腹部肌肉可收缩，将藻类分泌的有毒化合物释放到周围水中。大腹鳍：能够在水中产生强大的推力以利于在群体中移动。毒气鱼具有群体社交性甚至会使用它们的排放腺体用于交谊。听到他们的声音时可能是附近有威胁或食物来源。评估：小心谨慎
    "Ency_Biter"    食人鱼
    "EncyDesc_Biter"    小而具有侵略性的捕食者。身体的构成中％为肌肉，％为结缔组织，剩余的％是大脑。狩猎时可能不分青红皂白：会攻击任何受伤的生物。嗅觉天线：用于检测水中的体液。双层的眼睛：与沙鲨相似。很可能专门用于检测周边较大捕食者的动向。发达的尾鳍：有利于猎杀或逃离因同伴数量不足而无法狩猎成功的危险情况。猎物：小体型食草动物；不过根据计算，食人鱼可团体狩猎超过其自身倍重量的猎物。评估：避免大面积遭遇以及尽量不要流血
